"","DATA","HORA","Latitude","Longitude","CruzeiroID","ID"
"1",2017-05-15,"20:00",-22.9891,-43.1798,1,101
"2",2017-05-15,"21:00",-23.067,-43.3518,1,101
"3",2017-05-15,"22:00",-23.1164,-43.5285,1,101
"4",2017-05-15,"23:00",-23.1748,-43.6994,1,101
"5",2017-05-16,"00:00",-23.2273,-43.8618,1,101
"6",2017-05-16,"01:00",-23.2831,-44.0237,1,101
"7",2017-05-16,"02:00",-23.3412,-44.194,1,101
"8",2017-05-16,"03:00",-23.3983,-44.3604,1,101
"9",2017-05-16,"04:00",-23.4539,-44.5285,1,101
"10",2017-05-16,"05:00",-23.5108,-44.7051,1,101
"11",2017-05-16,"06:00",-23.5668,-44.8803,1,101
"12",2017-05-16,"07:00",-23.6233,-45.0573,1,101
"13",2017-05-16,"08:00",-23.6797,-45.2356,1,101
"14",2017-05-16,"09:00",-23.7709,-45.3644,1,101
"15",2017-05-16,"10:00",-23.8865,-45.4957,1,101
"16",2017-05-16,"11:00",-23.9403,-45.6715,1,101
"17",2017-05-16,"12:00",-23.9898,-45.8354,1,101
"18",2017-05-16,"13:00",-24.0388,-45.9988,1,101
"19",2017-05-16,"14:00",-24.0873,-46.1609,1,101
"20",2017-05-16,"15:00",-24.1417,-46.321,1,101
"21",2017-05-16,"16:00",-24.1998,-46.4793,1,101
"22",2017-05-16,"17:00",-24.2845,-46.6244,1,101
"23",2017-05-16,"18:00",-24.3766,-46.7658,1,101
"24",2017-05-16,"19:00",-24.482,-46.8878,1,101
"25",2017-05-16,"20:00",-24.6018,-47.02,1,101
"26",2017-05-16,"21:00",-24.7194,-47.1506,1,101
"27",2017-05-16,"22:00",-24.8313,-47.2753,1,101
"28",2017-05-16,"23:00",-24.9506,-47.4089,1,101
"29",2017-05-17,"00:00",-25.0743,-47.5397,1,101
"30",2017-05-17,"01:00",-25.1829,-47.6696,1,101
"31",2017-05-17,"02:00",-25.2993,-47.794,1,101
"32",2017-05-17,"03:00",-25.4228,-47.8958,1,101
"33",2017-05-17,"04:00",-25.5575,-47.9897,1,101
"34",2017-05-17,"05:00",-25.6923,-48.067,1,101
"35",2017-05-17,"06:00",-25.815,-48.1753,1,101
"36",2017-05-17,"07:00",-25.9451,-48.2657,1,101
"37",2017-05-17,"08:00",-26.0752,-48.3552,1,101
"38",2017-05-17,"09:00",-26.1988,-48.436,1,101
"39",2017-05-17,"10:00",-26.3369,-48.4682,1,101
"40",2017-05-17,"11:00",-26.4815,-48.4986,1,101
"41",2017-05-17,"12:00",-26.6249,-48.5286,1,101
"42",2017-05-17,"13:00",-26.7714,-48.5552,1,101
"43",2017-05-17,"14:00",-26.9193,-48.5107,1,101
"44",2017-05-17,"15:00",-27.0617,-48.468,1,101
"45",2017-05-17,"16:00",-27.2265,-48.4114,1,101
"46",2017-05-17,"16:20",-27.271,-48.3985,1,101
"47",2010-05-15,"16:35",-27.2987833333333,-48.3939333333333,1,102
"48",2010-05-15,"17:35",-27.4735666666667,-48.3633166666667,1,102
"49",2010-05-15,"18:35",-27.6101666666667,-48.4044166666667,1,102
"50",2010-05-15,"19:35",-27.7620666666667,-48.4526666666667,1,102
"51",2010-05-15,"20:35",-27.9152333333333,-48.5000333333333,1,102
"52",2010-05-15,"21:35",-28.0614666666667,-48.5444166666667,1,102
"53",2010-05-15,"22:35",-28.2222333333333,-48.5932,1,102
